Best_overall,Overall_rating,Potential,Age,Value
66,65,66,27,825000.0
77,76,82,22,12000000.0
70,68,80,21,3000000.0
66,63,80,19,1200000.0
72,70,82,19,3800000.0
72,71,82,20,4100000.0
71,70,80,21,3400000.0
64,63,77,19,1100000.0
75,75,82,21,11000000.0
68,67,79,19,2300000.0
62,60,75,17,575000.0
70,68,78,22,2700000.0
70,69,75,22,2100000.0
66,64,78,21,1400000.0
64,64,78,20,1300000.0
67,64,81,20,1500000.0
66,64,80,20,1500000.0
71,70,81,20,3500000.0
61,59,76,19,575000.0
70,68,76,23,2700000.0
73,72,78,23,3700000.0
68,66,74,24,1800000.0
73,73,77,25,3900000.0
75,75,80,25,7500000.0
70,70,78,23,3100000.0
74,74,82,23,9000000.0
75,73,80,24,5500000.0
76,76,76,26,8000000.0
74,72,77,25,3400000.0
78,75,80,24,8500000.0
79,77,82,23,16000000.0
71,69,80,22,3100000.0
69,66,71,25,1200000.0
69,69,76,23,2700000.0
70,69,75,24,2200000.0
69,66,73,23,1700000.0
68,68,77,22,2300000.0
66,65,77,22,1800000.0
73,71,77,22,2700000.0
69,68,76,23,2600000.0
72,71,79,24,3900000.0
67,65,78,21,1800000.0
69,68,81,21,3000000.0
68,66,74,22,1900000.0
70,68,78,23,2500000.0
69,66,80,21,2000000.0
71,71,78,22,3600000.0
73,73,73,26,3300000.0
69,68,78,21,2600000.0
77,75,78,26,7500000.0
79,79,85,23,22500000.0
82,82,89,21,31000000.0
76,74,79,25,6500000.0
77,75,77,25,7000000.0
75,73,77,24,4400000.0
75,73,78,25,4000000.0
80,80,84,26,22500000.0
82,79,81,26,20000000.0
79,79,83,26,19000000.0
68,66,69,25,1100000.0
78,74,81,24,8500000.0
75,74,75,26,4900000.0
71,69,74,25,2000000.0
82,82,82,22,27000000.0
67,65,69,25,1000000.0
72,72,77,24,3300000.0
77,76,82,24,11000000.0
66,64,69,23,900000.0
75,73,78,23,4600000.0
77,76,79,24,9500000.0
77,77,80,26,12500000.0
75,71,78,23,3700000.0
77,75,84,23,12000000.0
70,68,77,23,2700000.0
68,67,69,24,1300000.0
66,66,73,22,1500000.0
73,71,78,23,3500000.0
75,73,75,26,3700000.0
83,82,82,31,25500000.0
76,76,76,28,7500000.0
87,87,87,29,77500000.0
82,82,82,32,20000000.0
76,76,76,29,6500000.0
78,78,78,31,9500000.0
76,76,76,27,8000000.0
82,82,84,28,26000000.0
74,74,74,30,3600000.0
72,72,75,26,2800000.0
77,77,77,32,7000000.0
70,70,70,29,1600000.0
81,81,83,28,22000000.0
73,71,74,26,2400000.0
70,69,70,27,1600000.0
86,86,87,28,64500000.0
65,64,65,26,700000.0
78,76,79,26,9500000.0
85,83,84,27,42500000.0
79,78,81,25,18500000.0
69,68,69,26,1400000.0
78,77,77,35,4300000.0
77,77,77,38,2300000.0
74,74,74,32,4400000.0
72,72,72,32,1500000.0
83,83,83,34,12500000.0
68,68,68,32,825000.0
86,86,86,32,33500000.0
76,76,76,31,6000000.0
86,86,86,33,42000000.0
81,81,81,34,8500000.0
85,85,85,34,26000000.0
84,84,85,30,31500000.0
73,71,78,24,3800000.0
78,77,77,31,8500000.0
49,49,59,19,100000.0
60,59,74,19,525000.0
62,62,73,20,875000.0
57,57,57,36,60000.0
75,75,78,27,5500000.0
64,62,73,19,800000.0
75,74,76,25,5500000.0
60,58,73,19,450000.0
64,62,81,17,1000000.0
68,66,78,19,1900000.0
62,62,80,17,875000.0
70,68,78,19,2600000.0
57,55,75,16,350000.0
64,63,74,19,1000000.0
59,57,72,20,400000.0
63,63,73,21,1100000.0
74,72,80,21,5500000.0
58,56,66,18,300000.0
66,65,74,20,1600000.0
62,60,81,16,725000.0
63,61,71,19,725000.0
64,64,78,19,1300000.0
62,62,72,20,825000.0
74,71,78,23,3800000.0
65,64,77,21,1400000.0
70,69,78,20,3100000.0
70,68,77,21,2500000.0
62,60,75,19,600000.0
60,59,73,19,525000.0
62,60,78,19,650000.0
70,67,80,20,2300000.0
67,66,82,17,2000000.0
66,66,80,18,1900000.0
56,54,78,17,325000.0
63,61,79,18,825000.0
69,67,81,19,2400000.0
60,59,78,19,575000.0
57,57,78,17,525000.0
72,70,75,24,2400000.0
64,63,80,19,1200000.0
67,66,72,22,1400000.0
67,65,80,20,1700000.0
75,73,84,22,7000000.0
63,62,82,19,1100000.0
67,64,79,20,1400000.0
65,63,78,18,1100000.0
67,67,78,20,2200000.0
69,65,74,21,1600000.0
72,70,80,19,3500000.0
58,58,81,17,575000.0
65,64,72,21,1300000.0
69,67,83,20,2500000.0
63,61,79,19,850000.0
61,61,79,19,825000.0
67,65,83,18,1800000.0
65,65,73,22,1500000.0
74,72,82,22,5500000.0
72,70,79,23,3500000.0
75,73,81,22,7000000.0
59,58,72,21,500000.0
68,67,73,22,1600000.0
68,67,75,21,2200000.0
71,68,78,22,2700000.0
64,64,78,21,1400000.0
76,74,80,22,6000000.0
75,73,79,21,4500000.0
70,67,76,21,2300000.0
59,57,61,24,240000.0
76,74,81,23,8500000.0
76,76,80,25,9500000.0
72,72,80,21,5000000.0
61,59,75,19,575000.0
79,75,84,23,12500000.0
67,66,78,21,2100000.0
68,67,82,19,2400000.0
78,75,80,25,8000000.0
48,46,58,21,120000.0
70,67,78,20,2300000.0
69,68,77,23,2600000.0
74,72,78,23,3700000.0
71,68,81,21,3000000.0
72,70,81,22,3600000.0
74,73,80,23,5500000.0
68,65,79,20,1700000.0
66,64,79,18,1400000.0
60,58,78,19,550000.0
64,62,75,19,950000.0
75,74,80,23,6500000.0
61,60,78,17,625000.0
65,63,80,19,1200000.0
77,76,79,25,9000000.0
66,64,77,21,1400000.0
70,69,80,20,2900000.0
66,64,76,19,1400000.0
74,72,78,21,3800000.0
77,76,77,25,9000000.0
67,66,75,23,1900000.0
74,74,77,23,5500000.0
65,64,73,22,1200000.0
72,68,73,22,1900000.0
76,74,78,25,5500000.0
73,70,80,22,3600000.0
79,76,78,22,10000000.0
70,69,72,26,1700000.0
69,67,80,22,2400000.0
68,66,72,23,1300000.0
66,66,77,21,1800000.0
73,73,82,21,6500000.0
63,61,75,21,800000.0
73,73,73,27,3300000.0
66,66,75,22,1800000.0
74,70,77,24,3200000.0
72,71,82,23,3900000.0
63,63,77,21,1100000.0
71,71,80,21,3600000.0
66,64,77,22,1400000.0
71,69,78,21,2900000.0
65,65,79,19,1700000.0
72,72,77,23,3300000.0
70,70,77,24,2700000.0
77,77,79,27,9500000.0
67,65,70,23,1100000.0
70,68,75,23,2400000.0
75,73,79,24,4400000.0
78,75,78,24,7500000.0
69,69,74,22,1300000.0
68,67,77,22,2300000.0
70,69,76,24,2700000.0
80,78,83,25,18500000.0
74,71,80,23,4200000.0
72,66,74,22,1900000.0
72,71,76,23,2600000.0
83,81,83,27,28000000.0
73,70,74,25,2200000.0
74,73,73,26,3300000.0
75,73,78,24,4700000.0
68,67,76,22,2300000.0
72,70,75,25,2400000.0
75,74,83,22,9500000.0
73,72,75,25,3100000.0
70,69,73,24,2000000.0
71,69,78,22,3200000.0
71,69,76,21,2900000.0
85,83,86,26,47000000.0
70,68,73,25,1800000.0
67,65,68,25,950000.0
76,75,75,32,4500000.0
75,75,78,26,7000000.0
75,75,76,25,6000000.0
83,82,83,28,29000000.0
74,73,78,23,4600000.0
74,74,77,25,5000000.0
76,74,83,24,8500000.0
72,70,75,23,2400000.0
77,75,78,27,6500000.0
81,78,82,25,19500000.0
66,66,68,25,975000.0
79,77,81,25,14500000.0
81,81,81,22,27000000.0
83,80,86,24,33000000.0
72,69,74,25,1900000.0
74,74,74,26,4700000.0
76,74,78,24,5500000.0
73,72,78,22,3800000.0
70,70,76,23,2400000.0
69,69,69,30,1200000.0
73,72,73,26,2700000.0
75,73,74,27,3100000.0
72,71,72,26,2200000.0
76,75,75,26,5500000.0
83,83,83,31,30500000.0
80,80,80,34,10000000.0
66,66,66,28,850000.0
78,77,79,26,12000000.0
72,70,73,26,2100000.0
80,80,80,33,7000000.0
79,77,79,27,11000000.0
73,73,75,26,3500000.0
70,70,71,27,1700000.0
73,72,77,24,3200000.0
67,65,70,24,1100000.0
81,78,79,27,16000000.0
74,72,74,25,2900000.0
74,74,75,25,4600000.0
74,74,76,25,4900000.0
82,81,81,34,12500000.0
76,75,77,27,6000000.0
75,75,76,27,6000000.0
78,76,79,27,8500000.0
82,82,83,28,29000000.0
89,88,90,28,92000000.0
76,75,75,28,5500000.0
81,80,80,31,15000000.0
74,73,74,29,2800000.0
73,73,73,30,2600000.0
64,64,64,27,625000.0
81,79,81,27,18500000.0
68,68,68,30,800000.0
71,71,71,27,2000000.0
77,75,77,27,6000000.0
78,78,81,27,14000000.0
72,71,72,27,2200000.0
77,76,76,28,7500000.0
75,74,74,33,2100000.0
74,74,74,31,3500000.0
76,76,76,33,4800000.0
81,79,79,34,8000000.0
71,71,71,32,1500000.0
73,73,73,33,1500000.0
77,77,77,34,1800000.0
71,68,68,30,1200000.0
81,79,79,30,17000000.0
62,62,62,30,275000.0
78,78,78,34,5500000.0
77,78,78,34,4100000.0
77,77,77,36,3600000.0
77,76,76,39,2600000.0
74,74,74,34,2100000.0
76,76,76,35,2000000.0
66,66,66,34,425000.0
72,71,71,31,1600000.0
81,80,80,35,9000000.0
66,63,65,27,500000.0
58,56,68,18,325000.0
69,68,72,24,1700000.0
67,65,78,17,1600000.0
54,53,63,19,200000.0
57,55,64,21,275000.0
61,60,72,19,550000.0
60,57,74,17,400000.0
60,60,81,17,750000.0
66,65,74,21,1600000.0
59,56,69,19,350000.0
56,53,76,17,300000.0
56,54,68,16,250000.0
62,62,77,19,950000.0
55,53,59,21,140000.0
62,59,72,20,525000.0
58,56,75,16,350000.0
68,66,79,18,2000000.0
61,60,74,16,550000.0
54,53,78,17,300000.0
64,62,76,19,950000.0
56,54,77,17,350000.0
62,61,69,21,725000.0
60,59,74,20,550000.0
62,62,76,17,875000.0
68,66,79,22,2000000.0
70,68,74,23,1900000.0
66,66,78,19,2000000.0
70,70,82,21,3400000.0
65,63,75,19,1100000.0
57,57,73,19,400000.0
64,64,79,19,1200000.0
71,69,77,22,3000000.0
63,63,75,20,1100000.0
54,52,68,17,200000.0
63,61,69,23,725000.0
64,61,76,18,750000.0
69,67,78,19,2200000.0
64,62,77,19,950000.0
61,61,78,19,825000.0
63,62,77,19,900000.0
67,64,76,19,1400000.0
55,55,72,18,300000.0
62,62,78,18,975000.0
58,58,78,18,550000.0
68,67,78,18,2100000.0
60,58,76,17,500000.0
60,57,77,16,450000.0
63,63,80,19,1200000.0
63,60,80,18,675000.0
61,57,70,19,400000.0
64,62,78,20,1000000.0
62,60,78,18,600000.0
68,68,79,19,2500000.0
66,65,79,21,1800000.0
68,67,82,21,2500000.0
59,58,75,17,500000.0
53,51,74,17,180000.0
62,61,73,20,800000.0
72,70,80,22,3300000.0
62,62,75,19,900000.0
63,60,81,17,775000.0
62,60,80,17,675000.0
62,60,81,17,775000.0
62,60,74,19,550000.0
59,57,70,17,350000.0
64,62,73,21,825000.0
69,68,83,21,3000000.0
66,64,75,20,1300000.0
55,53,79,16,375000.0
66,65,77,20,1700000.0
50,46,63,18,120000.0
52,50,70,18,120000.0
69,67,76,23,2100000.0
68,67,80,20,2500000.0
60,58,69,19,400000.0
51,49,72,18,150000.0
51,50,75,17,150000.0
65,64,81,19,1500000.0
72,70,80,20,3500000.0
59,57,76,17,400000.0
62,56,79,17,450000.0
70,70,82,22,3400000.0
66,65,80,18,1700000.0
64,62,82,17,1000000.0
65,64,75,19,1200000.0
74,72,82,20,4800000.0
62,61,74,19,750000.0
73,69,77,22,3200000.0
64,63,70,23,925000.0
62,59,76,20,600000.0
56,54,75,18,325000.0
71,71,82,22,3600000.0
63,60,74,19,575000.0
65,65,76,21,1400000.0
68,67,75,20,2100000.0
69,68,77,21,2700000.0
67,65,77,18,1600000.0
61,59,72,19,500000.0
59,57,72,17,375000.0
67,65,70,22,1100000.0
72,72,72,29,2100000.0
66,63,72,22,1100000.0
64,64,76,20,1300000.0
68,66,81,19,1900000.0
61,60,72,20,600000.0
63,61,76,20,775000.0
67,65,71,24,1000000.0
67,66,76,20,1800000.0
59,59,76,19,525000.0
75,74,74,28,4200000.0
65,63,74,19,1000000.0
61,60,72,21,575000.0
65,63,80,18,1200000.0
66,64,79,19,1400000.0
70,69,79,21,3000000.0
66,63,69,24,750000.0
75,72,80,21,5500000.0
63,63,67,24,550000.0
65,63,75,21,1100000.0
64,62,77,18,925000.0
69,69,78,23,2700000.0
65,65,65,29,700000.0
62,62,73,21,775000.0
60,56,64,21,300000.0
67,66,78,20,2100000.0
66,64,80,19,1500000.0
66,66,79,21,2000000.0
74,74,78,26,4500000.0
71,70,80,20,3500000.0
64,63,70,24,900000.0
63,61,71,18,700000.0
66,66,79,19,1800000.0
65,62,67,24,600000.0
68,66,83,20,2200000.0
70,69,75,23,2100000.0
65,61,76,20,775000.0
58,56,69,18,325000.0
75,73,83,19,6000000.0
62,62,77,20,925000.0
58,56,75,17,350000.0
62,60,71,19,525000.0
59,57,69,19,375000.0
72,72,82,22,5000000.0
73,73,81,21,6000000.0
61,59,80,18,700000.0
68,65,78,21,1800000.0
63,61,75,19,775000.0
66,66,80,20,1800000.0
64,62,70,23,825000.0
63,61,83,17,1000000.0
62,60,80,18,675000.0
67,66,75,22,1900000.0
73,71,82,19,4000000.0
60,60,73,20,525000.0
70,70,81,19,3300000.0
69,68,78,20,2500000.0
63,61,82,17,1000000.0
61,59,77,18,575000.0
62,59,78,18,575000.0
65,63,76,19,1100000.0
73,73,78,23,4300000.0
72,70,77,21,3200000.0
71,69,76,24,2800000.0
69,67,77,20,2300000.0
67,66,77,21,1900000.0
72,71,80,22,4200000.0
75,73,82,23,7000000.0
72,70,76,22,2300000.0
71,69,80,23,2900000.0
68,66,70,22,1200000.0
63,60,76,20,650000.0
70,68,78,21,2500000.0
61,60,76,20,650000.0
68,64,75,22,1300000.0
61,59,67,21,500000.0
61,60,68,21,525000.0
73,72,78,21,3800000.0
69,68,77,22,2700000.0
60,58,68,21,450000.0
68,67,77,20,2200000.0
69,67,71,25,1300000.0
67,65,79,19,1600000.0
64,64,75,21,1300000.0
63,59,79,18,600000.0
71,69,79,19,3000000.0
68,67,79,20,2300000.0
65,63,72,21,1100000.0
74,72,79,24,4700000.0
65,63,79,19,1200000.0
70,68,79,19,2600000.0
68,65,66,25,850000.0
67,66,69,25,1100000.0
68,68,80,21,2600000.0
68,64,72,21,1300000.0
73,72,77,23,3500000.0
67,66,79,20,2100000.0
69,67,72,24,1600000.0
69,69,76,21,2700000.0
64,63,78,21,1200000.0
71,67,78,21,2300000.0
62,62,75,18,800000.0
74,70,80,21,3400000.0
73,70,76,23,2400000.0
65,60,72,21,600000.0
72,70,73,24,2200000.0
71,70,76,23,2300000.0
67,65,79,21,1700000.0
69,67,73,21,1600000.0
66,66,77,22,1800000.0
55,54,64,21,240000.0
55,55,63,22,275000.0
64,62,74,21,950000.0
71,71,77,21,2800000.0
64,64,79,20,1200000.0
66,65,77,21,1800000.0
72,70,80,23,3300000.0
72,70,78,21,3600000.0
64,64,80,19,1300000.0
66,65,76,22,1600000.0
62,60,71,23,500000.0
77,76,78,26,8500000.0
59,57,64,21,325000.0
67,67,77,21,2000000.0
63,61,74,19,775000.0
62,62,75,21,950000.0
71,68,78,21,2700000.0
70,67,75,21,2300000.0
67,64,68,25,800000.0
68,67,76,23,2300000.0
68,66,78,20,1900000.0
65,64,81,20,1500000.0
72,71,75,22,2500000.0
70,67,77,22,2300000.0
72,70,82,20,3600000.0
64,60,67,20,475000.0
64,63,71,22,1000000.0
59,59,71,21,525000.0
66,66,66,31,575000.0
67,67,78,22,2200000.0
68,66,81,21,2000000.0
71,71,77,23,2800000.0
69,69,78,22,3000000.0
75,74,79,23,6500000.0
65,63,66,24,675000.0
65,63,72,22,1100000.0
63,63,63,27,475000.0
77,75,79,24,8000000.0
64,62,72,21,900000.0
76,75,80,26,7500000.0
71,70,81,21,3600000.0
66,65,75,21,1500000.0
67,66,77,22,1800000.0
73,72,83,22,5500000.0
62,60,73,20,600000.0
63,63,79,20,1100000.0
75,74,77,26,5000000.0
64,62,78,18,1000000.0
76,75,80,24,8000000.0
74,71,76,23,2800000.0
69,67,76,22,2300000.0
74,73,74,27,3500000.0
75,73,76,25,3600000.0
68,66,73,23,1700000.0
71,71,71,31,1000000.0
75,73,75,23,4000000.0
71,69,75,21,2200000.0
72,70,79,22,3600000.0
74,71,77,23,3000000.0
68,67,69,25,1300000.0
67,66,71,24,1300000.0
77,76,82,23,11000000.0
74,72,81,23,4900000.0
70,68,75,22,2300000.0
64,64,72,23,1100000.0
72,71,78,22,3800000.0
67,65,74,22,1500000.0
70,68,74,24,1900000.0
71,71,79,23,4000000.0
69,69,69,29,1400000.0
73,70,79,24,3300000.0
73,72,76,25,3000000.0
78,76,79,23,9000000.0
66,65,72,22,1400000.0
67,65,73,23,1600000.0
67,65,67,25,825000.0
71,69,77,23,3100000.0
65,64,69,24,875000.0
67,67,71,24,1400000.0
71,70,75,23,2400000.0
73,71,77,23,2900000.0
69,67,77,22,2300000.0
65,65,78,21,1500000.0
67,67,76,22,2000000.0
69,69,75,23,2100000.0
72,69,76,22,2800000.0
73,71,77,24,3000000.0
80,78,81,25,19000000.0
80,79,80,27,20000000.0
78,77,81,24,15000000.0
75,75,79,25,7000000.0
74,73,78,24,4600000.0
72,72,75,25,2900000.0
67,67,72,24,1500000.0
79,78,82,24,18500000.0
75,72,74,25,2900000.0
71,71,76,24,2600000.0
72,72,79,24,4500000.0
70,68,73,24,1800000.0
75,74,82,24,9000000.0
70,70,77,23,2700000.0
68,66,70,25,1200000.0
73,70,74,24,2300000.0
73,71,74,27,2100000.0
74,71,78,24,3700000.0
76,75,81,25,8000000.0
74,72,76,24,3400000.0
82,82,84,27,28000000.0
76,74,76,26,4600000.0
78,78,78,27,15000000.0
69,67,70,25,1400000.0
76,75,78,26,6500000.0
61,61,62,25,400000.0
78,78,81,25,14500000.0
73,73,78,25,3600000.0
74,72,76,25,2900000.0
73,71,75,25,2600000.0
73,72,73,28,2200000.0
77,75,78,24,7500000.0
79,79,79,22,19000000.0
84,83,83,30,35000000.0
74,73,76,24,4200000.0
72,70,76,24,2500000.0
77,76,76,29,7500000.0
73,72,75,27,2700000.0
76,76,79,26,7500000.0
70,70,70,32,1300000.0
71,69,73,25,2000000.0
78,74,76,26,5000000.0
66,66,67,26,925000.0
74,73,76,25,4000000.0
75,74,76,27,4600000.0
75,75,76,28,5500000.0
69,69,74,24,2000000.0
72,70,74,26,2000000.0
78,78,80,29,11500000.0
79,77,80,26,12000000.0
76,76,78,27,7000000.0
78,74,79,25,6500000.0
75,75,77,26,6500000.0
76,76,77,26,9000000.0
78,77,78,27,12500000.0
75,73,76,27,3500000.0
81,79,81,28,17500000.0
76,74,77,24,6000000.0
75,75,77,24,6500000.0
64,63,64,26,575000.0
76,74,75,28,4100000.0
73,73,73,28,3100000.0
77,76,77,29,7000000.0
69,69,69,28,1300000.0
74,71,73,26,2300000.0
73,72,72,28,2400000.0
69,69,69,26,1500000.0
65,63,67,25,675000.0
77,77,77,26,11500000.0
64,64,64,30,575000.0
69,69,70,27,1500000.0
80,79,81,26,19500000.0
79,78,78,28,14500000.0
70,70,70,27,1200000.0
80,80,81,28,16500000.0
74,73,75,27,3300000.0
76,75,76,28,5500000.0
69,67,69,28,1000000.0
74,72,72,27,2500000.0
71,71,71,29,1600000.0
89,89,91,28,88000000.0
77,75,77,26,6000000.0
69,69,69,32,925000.0
75,74,74,31,3100000.0
68,68,68,29,1000000.0
71,71,71,34,600000.0
72,70,72,28,1600000.0
67,67,67,29,850000.0
74,72,73,27,2700000.0
68,68,68,36,375000.0
71,70,70,34,725000.0
77,75,75,33,3500000.0
73,73,73,34,1000000.0
70,70,70,33,525000.0
72,72,72,35,625000.0
73,72,72,33,1400000.0
81,80,80,34,10500000.0
72,72,72,34,1100000.0
68,68,68,33,575000.0
73,73,73,32,2400000.0
67,67,67,32,650000.0
73,74,74,31,4900000.0
66,66,66,36,300000.0
75,75,75,36,1900000.0
73,73,73,36,350000.0
74,74,74,33,2100000.0
67,67,67,34,170000.0
74,74,74,35,475000.0
71,71,71,37,210000.0
78,78,78,39,1600000.0
66,64,74,23,1200000.0
57,55,71,18,325000.0
52,48,58,16,100000.0
61,59,68,19,450000.0
56,53,68,19,220000.0
54,52,60,22,170000.0
52,52,76,17,230000.0
55,53,66,19,210000.0
59,59,62,25,275000.0
64,60,73,20,600000.0
48,48,72,16,130000.0
55,55,73,16,300000.0
53,53,76,18,275000.0
53,53,68,17,190000.0
65,63,69,23,750000.0
54,50,64,17,110000.0
55,53,73,18,250000.0
66,65,70,22,1100000.0
64,62,79,18,1000000.0
62,60,70,21,550000.0
62,60,71,21,550000.0
60,59,66,22,425000.0
64,62,69,23,800000.0
61,57,74,18,425000.0
62,61,69,22,725000.0
63,60,73,19,550000.0
58,56,70,19,350000.0
64,59,78,18,575000.0
70,69,72,25,1800000.0
64,62,78,19,1000000.0
66,64,73,23,1300000.0
57,55,67,19,300000.0
64,64,74,19,1100000.0
58,56,70,18,325000.0
64,63,64,25,575000.0
63,61,68,22,675000.0
61,61,68,23,550000.0
54,51,67,19,150000.0
64,61,68,22,675000.0
52,50,64,18,110000.0
67,67,79,22,2200000.0
66,66,72,23,1300000.0
52,50,69,17,120000.0
53,52,53,26,100000.0
61,61,76,19,750000.0
60,58,64,24,325000.0
56,54,74,17,300000.0
59,55,69,19,300000.0
51,49,63,18,100000.0
69,64,69,24,875000.0
57,55,72,17,325000.0
67,65,74,20,1600000.0
66,64,74,22,1300000.0
55,53,61,22,200000.0
66,64,70,24,925000.0
57,56,62,23,230000.0
64,62,76,20,900000.0
53,53,60,21,180000.0
61,61,61,31,220000.0
64,62,74,17,875000.0
53,53,75,16,275000.0
62,61,70,21,700000.0
57,55,73,18,325000.0
64,64,78,17,1200000.0
57,55,70,17,300000.0
54,53,66,19,220000.0
56,56,71,18,300000.0
61,60,70,19,525000.0
60,60,68,20,525000.0
66,66,70,25,1100000.0
62,61,76,18,725000.0
60,58,71,17,475000.0
62,62,70,21,850000.0
50,50,61,18,80000.0
55,53,75,18,275000.0
59,57,71,16,375000.0
70,68,81,20,2700000.0
67,65,75,21,1600000.0
56,53,71,17,230000.0
54,54,66,18,240000.0
62,60,69,21,550000.0
64,61,79,18,825000.0
57,52,61,22,180000.0
59,55,64,21,275000.0
48,46,55,19,100000.0
53,51,58,23,120000.0
54,50,74,17,140000.0
57,56,68,18,325000.0
55,53,78,17,300000.0
64,62,72,20,825000.0
64,64,76,18,1200000.0
61,60,63,24,300000.0
52,51,63,21,140000.0
66,64,76,22,1400000.0
64,62,69,22,750000.0
65,65,65,33,450000.0
67,64,78,19,1400000.0
64,59,77,17,550000.0
61,59,64,24,350000.0
65,65,75,21,1500000.0
64,62,74,20,950000.0
63,62,72,20,875000.0
68,66,72,24,1200000.0
58,58,65,21,400000.0
61,59,70,20,500000.0
65,64,68,23,775000.0
61,61,81,17,850000.0
71,69,74,26,1800000.0
62,60,75,20,600000.0
60,58,70,17,475000.0
57,57,70,19,375000.0
57,54,72,18,275000.0
64,64,74,21,1100000.0
63,63,70,23,925000.0
69,67,71,24,1500000.0
57,55,68,20,300000.0
65,61,72,19,700000.0
67,65,80,19,1700000.0
65,63,76,18,1100000.0
57,55,68,17,275000.0
53,51,74,18,180000.0
59,58,73,17,475000.0
63,61,76,19,775000.0
61,58,74,16,500000.0
59,57,67,20,350000.0
71,70,75,24,2200000.0
52,50,62,18,110000.0
58,56,75,18,375000.0
62,60,76,18,600000.0
66,64,77,20,1400000.0
66,64,76,21,1400000.0
73,72,81,22,5000000.0
63,61,76,18,775000.0
60,58,77,19,525000.0
58,58,75,17,475000.0
58,55,60,24,170000.0
71,68,80,20,2900000.0
67,65,77,21,1700000.0
52,50,72,16,140000.0
64,62,80,18,1000000.0
58,55,71,18,325000.0
65,64,80,18,1500000.0
62,60,77,18,625000.0
63,60,75,18,575000.0
54,52,72,17,220000.0
62,60,72,17,550000.0
53,53,64,18,170000.0
65,64,71,22,1200000.0
61,59,82,16,700000.0
61,58,79,17,600000.0
63,61,61,28,325000.0
68,66,79,20,2100000.0
65,59,76,18,575000.0
59,55,67,17,300000.0
54,54,68,19,240000.0
62,61,72,21,725000.0
56,55,62,22,250000.0
59,57,70,20,375000.0
54,50,63,17,100000.0
61,59,77,19,550000.0
58,58,74,16,475000.0
66,64,75,22,1300000.0
52,52,73,16,230000.0
64,62,79,19,1000000.0
63,63,70,21,925000.0
54,52,65,20,180000.0
66,63,78,17,1100000.0
54,51,63,19,140000.0
56,55,72,18,300000.0
62,60,70,19,525000.0
66,62,80,17,1000000.0
59,54,70,18,275000.0
51,48,55,20,90000.0
46,46,55,20,90000.0
51,47,55,23,100000.0
53,53,77,17,275000.0
65,64,82,17,1500000.0
54,52,64,17,180000.0
60,59,75,18,550000.0
63,61,75,20,800000.0
65,63,71,20,975000.0
66,64,77,19,1400000.0
60,58,77,18,525000.0
62,61,78,19,800000.0
62,61,78,17,775000.0
67,66,70,23,1200000.0
60,59,74,18,525000.0
62,62,79,19,1000000.0
56,54,62,22,230000.0
62,61,75,18,750000.0
59,58,80,18,650000.0
63,61,64,26,425000.0
65,64,75,20,1300000.0
68,65,75,21,1600000.0
65,63,65,26,600000.0
66,65,71,22,1100000.0
63,59,80,16,700000.0
66,62,80,19,1000000.0
69,67,72,22,1600000.0
58,52,67,20,190000.0
52,51,59,19,130000.0
64,60,72,18,575000.0
56,54,67,19,240000.0
67,64,81,19,1500000.0
57,57,74,19,400000.0
57,57,67,19,325000.0
60,58,71,19,475000.0
52,51,60,19,130000.0
62,61,77,18,800000.0
58,58,70,20,475000.0
60,58,66,24,425000.0
61,60,70,21,550000.0
64,64,75,20,1200000.0
64,63,75,19,1100000.0
67,66,76,21,1900000.0
69,67,77,21,2300000.0
63,61,69,22,700000.0
62,62,80,18,975000.0
64,63,74,20,1100000.0
72,70,77,23,3200000.0
63,63,75,21,1000000.0
58,56,71,18,300000.0
66,65,73,21,1600000.0
56,56,68,19,325000.0
72,70,78,24,3300000.0
64,62,70,22,900000.0
66,64,72,20,1200000.0
67,66,77,20,1900000.0
63,62,74,19,950000.0
69,68,71,24,1600000.0
60,60,71,19,500000.0
61,59,74,19,500000.0
54,52,63,18,170000.0
61,61,81,18,875000.0
61,61,80,19,750000.0
58,56,79,17,450000.0
53,51,63,18,130000.0
55,51,58,18,110000.0
52,52,69,19,180000.0
57,57,62,25,190000.0
53,53,60,23,180000.0
65,63,81,18,1100000.0
65,64,74,21,1200000.0
63,62,83,17,1200000.0
69,67,69,27,1100000.0
63,61,74,20,800000.0
58,58,71,20,425000.0
68,68,79,21,2600000.0
65,63,74,20,975000.0
65,63,72,19,975000.0
61,61,73,19,675000.0
58,57,72,19,375000.0
56,54,63,19,230000.0
58,55,73,19,325000.0
59,57,80,16,525000.0
66,64,79,17,1300000.0
65,63,75,20,1200000.0
61,60,73,19,575000.0
56,56,71,19,300000.0
72,69,80,20,3100000.0
60,58,73,18,450000.0
61,59,73,18,500000.0
64,63,83,16,1300000.0
60,58,73,20,500000.0
62,62,62,29,350000.0
66,64,77,18,1300000.0
62,61,69,18,650000.0
61,59,69,19,475000.0
65,64,74,20,1200000.0
65,64,65,29,550000.0
66,61,73,20,750000.0
52,50,60,21,100000.0
69,68,79,19,2500000.0
57,54,73,17,275000.0
51,51,75,17,170000.0
57,56,64,23,300000.0
65,64,76,20,1400000.0
59,59,73,19,500000.0
57,56,64,22,300000.0
58,58,76,18,450000.0
59,57,68,19,350000.0
55,52,67,17,170000.0
53,53,68,18,210000.0
